Student_ID,First_Name,Last_Name,Department,Gender,Age,Attendance (%),Attendence Category,Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Study_Hours_Category,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S1162,Liam,Williams,Mathematics,Female,20,83.5,Medium,61.01,60.54,95.59,57.99,99.7,86.43,76.88,C,15.5,Medium,Yes,Yes,PhD,High,6,7.2
S1163,Maria,Smith,CS,Female,22,50.67,Low,84.06,47.5,63.74,66.65,87.9,97.75,74.6,C,7.1,Low,No,No,PhD,Medium,7,7.1
S1164,Sara,Williams,Engineering,Male,22,60.23,Low,96.43,76,94.4,66.49,31,63.87,71.37,C,28,High,Yes,No,Master's,Low,2,7.5
S1165,Ali,Johnson,CS,Male,18,84.14,Medium,45.59,62.56,59.85,90.99,38.6,79.39,62.83,D,20.6,Medium,Yes,Yes,PhD,Low,2,6.4
S1166,Liam,Brown,Mathematics,Male,21,88.22,High,58.37,88.93,71.98,59.73,38.8,86.61,67.4,C,29.1,High,No,No,Master's,Low,8,4.4
S1167,Omar,Brown,Mathematics,Female,18,91.99,High,67.8,65.85,87.47,77.42,73.4,85.55,76.25,C,6.1,Low,No,Yes,Master's,Low,2,7.5
S1168,Omar,Brown,Business,Male,19,64.61,Low,69.88,80.11,82.01,89.15,34.1,51.07,67.72,D,9.4,Low,No,No,None,Medium,10,5.4
S1169,Emma,Johnson,Engineering,Male,22,96.55,High,72.53,58.5,70.8,91.48,14.8,99.91,68,C,14.5,Medium,Yes,Yes,High School,High,2,4.4
S1170,Liam,Williams,CS,Female,21,77.65,Medium,58.04,52.57,83.93,83.33,74.7,96.4,74.83,C,20.5,Medium,Yes,No,Bachelor's,High,5,4.8
S1171,Ahmed,Jones,Business,Female,23,84.83,Medium,80.04,63.28,77.45,64.98,45.8,55.99,64.59,D,13.2,Medium,Yes,Yes,High School,Medium,4,5.4
S1172,John,Williams,Mathematics,Male,18,79.84,Medium,78.71,76.41,63.79,91.15,7.7,77.18,65.82,C,22.8,High,Yes,No,PhD,Low,1,6.2
S1173,Maria,Smith,Mathematics,Male,23,56.14,Low,74.67,79.42,82.32,87.11,79,65.73,78.04,C,9.1,Low,No,No,High School,Medium,8,8.3
S1174,Liam,Davis,Business,Female,23,98.16,High,46.83,74.69,60.21,85.22,58.5,93.94,69.9,C,20,Medium,No,No,High School,Medium,4,6.7
S1175,Emma,Brown,CS,Male,23,56.14,Low,68.62,99.28,84.7,53.37,48.9,84.88,73.29,B,14.9,Medium,Yes,No,Master's,High,9,6.4
S1176,John,Williams,Mathematics,Male,18,62.74,Low,61.37,81.47,50.16,52.16,67.3,61.18,62.27,D,17.7,Medium,No,Yes,None,Medium,2,5
S1177,John,Jones,Mathematics,Female,19,90.68,High,69.46,95.89,77.44,84.77,50.5,51.69,71.63,C,19.2,Medium,No,No,PhD,Low,2,8.8
S1178,Ali,Smith,Engineering,Female,24,80.93,Medium,95.31,47.08,70.05,97.24,64.8,64.59,73.18,D,6.5,Low,No,Yes,Bachelor's,Medium,6,8.5
S1179,John,Johnson,Business,Female,24,91.91,High,68.83,43.68,65.16,88.69,86.7,51.91,67.5,F,28.1,High,Yes,No,Master's,High,2,8.1
S1180,Ahmed,Johnson,Mathematics,Male,18,75.79,Medium,40.84,58.66,75.79,91.57,61.4,57.07,64.22,D,24.7,High,No,No,Bachelor's,High,2,5.6
S1181,Omar,Jones,CS,Female,24,68.85,Low,66.33,48.2,82.27,77.25,66,81.81,70.31,D,16.1,Medium,No,No,None,High,6,6.8
S1182,Emma,Smith,Engineering,Female,20,96.09,High,89.24,71.55,98.27,65.23,61.4,87.25,78.82,B,18.7,Medium,Yes,No,High School,Medium,6,5.9
S1183,John,Brown,Business,Male,24,51.81,Low,86.8,71.14,91.65,83.89,53.1,73.4,76.66,C,5.8,Low,No,Yes,High School,Low,8,6
S1184,Ali,Williams,CS,Male,22,92.81,High,70.8,74.5,85.86,85.6,17.2,80.01,69,C,17.4,Medium,No,Yes,None,Low,10,4.4
S1185,Ahmed,Smith,Mathematics,Female,18,61.54,Low,54.99,84.71,73.95,83.77,33.6,57.79,64.8,D,15.7,Medium,Yes,No,PhD,Low,1,4.7
S1186,Sara,Johnson,Business,Female,24,92.44,High,67.91,98.28,69.61,97.34,69.3,65.84,78.05,C,14.4,Medium,No,No,Master's,High,1,8.8
S1187,Omar,Jones,Business,Male,18,56.96,Low,73.82,92.7,51.63,68.36,42.5,85.64,69.11,C,25.4,High,No,Yes,High School,High,7,7.1
S1188,Omar,Jones,CS,Male,19,79.01,Medium,99.99,47.1,67.95,51.98,40.6,68.24,62.64,D,9.5,Low,Yes,No,None,High,9,4
S1189,Emma,Williams,Business,Female,20,94.41,High,78.65,60.31,92.42,95.42,75.9,67.44,78.36,C,9.4,Low,No,No,Master's,Low,7,8
S1190,Omar,Jones,CS,Female,18,73.68,Medium,81.66,55.35,69.2,58.02,0.6,59.7,54.09,D,18,Medium,No,No,Master's,High,4,4.4
S1191,John,Jones,Mathematics,Male,22,87.33,High,69.49,50.61,73.08,84.87,67.9,79.74,70.95,D,22.2,High,Yes,Yes,None,High,9,7.5
S1192,Ali,Smith,Engineering,Female,24,90.23,High,61.27,72.68,63.59,93.66,48.9,90.48,71.76,C,5.6,Low,Yes,Yes,High School,Medium,6,7.1
S1193,Omar,Brown,CS,Male,22,86.82,High,88.78,73.2,63.71,65.51,37.7,73.47,67.06,C,18.6,Medium,Yes,Yes,PhD,High,10,4.3
S1194,Omar,Williams,Engineering,Female,24,96.27,High,69.7,53.63,53.09,91.52,34.1,55.78,59.64,F,12.5,Medium,Yes,No,High School,High,1,6.7
S1195,Sara,Smith,Business,Male,18,72.34,Medium,99.68,82.71,80.69,66.6,17.3,91.92,73.15,B,23.9,High,Yes,Yes,High School,Low,6,4.2
S1196,Sara,Brown,CS,Male,23,58.66,Low,67.43,83.97,72.4,89.71,33.4,53.57,66.75,D,16.7,Medium,Yes,No,High School,Low,10,4.3
S1197,Maria,Smith,Mathematics,Female,24,52.39,Low,44.08,41.26,80.3,53.49,39.1,73.59,55.3,F,25.9,High,Yes,Yes,High School,Medium,6,4.3
S1198,Ahmed,Davis,CS,Female,23,62.32,Low,80.95,63.75,77.34,82.76,43.7,63.05,68.59,D,14.9,Medium,Yes,Yes,Bachelor's,Low,1,5.3
S1199,John,Smith,CS,Male,20,57.16,Low,42.8,93.41,89.94,83.86,67.2,96.82,79.01,B,25.7,High,No,No,None,Low,8,8
S1200,Omar,Jones,CS,Female,22,77.9,Medium,55.03,71.22,87.55,74.57,45.4,86.88,70.11,C,22.9,High,Yes,No,PhD,High,5,5.8
S1201,Liam,Brown,Engineering,Female,23,59.25,Low,61.22,60.86,88.57,84.35,79.6,78.32,75.49,C,25.7,High,Yes,Yes,PhD,Medium,4,7.2
S1202,Omar,Williams,Engineering,Female,22,51.95,Low,84.37,55.22,74.96,96.16,64,83.39,76.35,C,25.3,High,No,Yes,Bachelor's,High,10,4.6
S1203,Ali,Williams,Business,Male,24,51.8,Low,69.65,54.6,67.69,86.69,19,76.64,62.38,D,17.2,Medium,Yes,Yes,PhD,High,1,8.7
S1204,Maria,Brown,Business,Female,24,91.58,High,41.72,45.99,96.67,98.06,27.7,57.38,61.25,D,14.2,Medium,Yes,Yes,Bachelor's,Medium,5,6.5
S1205,Ahmed,Jones,Business,Female,20,79.57,Medium,77.01,89.03,52.71,72.43,7.9,85.45,64.09,C,24.1,High,Yes,No,Bachelor's,Low,1,4.1
S1206,Liam,Johnson,Business,Male,24,67.9,Low,64.69,45.2,57.63,76.41,94.6,74.63,68.86,D,14,Medium,Yes,No,PhD,Medium,3,6.7
S1207,Maria,Smith,CS,Female,20,94.71,High,95.31,57.54,70.98,63.19,88.7,81.72,76.24,C,7.2,Low,No,Yes,PhD,High,10,4.9
S1208,Emma,Jones,Engineering,Female,23,53.51,Low,69.97,42.74,80.7,99.28,8.5,52.26,58.91,F,26.5,High,Yes,Yes,High School,Medium,1,5
S1209,Ahmed,Davis,Engineering,Male,24,99.02,High,82.54,86.88,50.41,52.76,57.4,57.1,64.52,D,14.9,Medium,Yes,No,Bachelor's,Low,10,7
S1210,Omar,Brown,Engineering,Male,18,80.81,Medium,53.13,42.36,85.97,67.93,96,79.47,70.81,D,8.3,Low,Yes,Yes,Master's,Medium,3,5.1
S1211,Omar,Smith,Engineering,Female,21,59.17,Low,85.66,58.5,77.94,64.88,74.7,72.97,72.44,C,21.2,High,Yes,Yes,None,High,2,5.1
S1212,Ahmed,Williams,Business,Female,19,83.95,Medium,83.26,74.4,74.24,69.33,49.2,61.34,68.63,C,27.2,High,No,No,High School,High,4,6.7
S1213,Omar,Johnson,CS,Male,21,88.17,High,94.24,64.57,71.17,95.89,24.1,62.04,68.67,C,26.5,High,Yes,Yes,Bachelor's,High,7,5.2
S1214,John,Davis,Engineering,Male,21,71.47,Medium,42.03,56.94,75.97,68.4,27.9,81.58,58.8,D,18.9,Medium,No,Yes,High School,High,1,4.6
S1215,Ahmed,Williams,Mathematics,Female,22,93.08,High,66.85,56.51,58.09,95.85,73.6,52.95,67.31,D,7.2,Low,Yes,No,High School,Low,7,6
S1216,Maria,Brown,CS,Female,20,57.54,Low,80.75,87.87,55.44,71.17,78.1,71.71,74.17,C,22.4,High,No,No,None,Medium,6,4.3
S1217,Ahmed,Smith,Mathematics,Female,22,63.94,Low,45.71,98.44,64.48,92.74,52.9,76.16,71.74,C,20.2,Medium,Yes,No,PhD,Medium,4,8.5
S1218,Liam,Brown,CS,Male,23,54.67,Low,64.64,60.88,85.48,76.09,12.1,65.41,60.77,D,10.3,Medium,Yes,No,PhD,Medium,9,6.3
S1219,Omar,Smith,CS,Female,19,60.54,Low,96.53,42.35,79.41,65.57,93.4,91.03,78.05,C,27.5,High,No,No,None,Low,7,4.1
S1220,John,Jones,CS,Male,23,61.94,Low,66.16,42.19,74.01,72.47,84.5,52.84,65.36,F,7.2,Low,Yes,No,High School,Medium,10,5.1
S1221,John,Johnson,Mathematics,Male,18,95.88,High,99.12,85.55,78.58,71.22,14.1,93.29,73.64,B,14.3,Medium,Yes,No,Bachelor's,Medium,10,8.8
S1222,Emma,Jones,Engineering,Male,19,53.91,Low,43.41,73.14,77.96,63,5.7,86.16,58.23,D,7.4,Low,No,Yes,PhD,Low,5,6.5
S1223,Maria,Jones,Engineering,Female,22,71.37,Medium,83.07,87.02,65.35,64.48,53.6,72.31,70.97,C,27.8,High,Yes,No,Master's,High,2,5.8
S1224,Sara,Brown,Mathematics,Female,24,76.62,Medium,74.86,81.85,54.87,59.32,28.4,96.22,65.92,C,5.9,Low,Yes,No,Bachelor's,High,1,5.6
S1225,Sara,Johnson,Engineering,Female,24,94.93,High,70.03,94.45,94.84,66.8,28.3,85.11,73.26,B,15.6,Medium,Yes,No,High School,Low,2,6.1
S1226,Ahmed,Smith,Business,Male,22,99.88,High,98.25,93.15,80,81.22,8.7,96.55,76.31,B,26.5,High,No,No,Master's,Low,9,5.1
S1227,Emma,Smith,Engineering,Female,23,87.67,High,47.78,87.3,84.89,69.33,95.3,73.63,76.37,C,11.3,Medium,No,No,Bachelor's,High,2,7.7
S1228,Ali,Davis,Business,Male,22,98.54,High,93.76,68.51,73.2,85.62,83,72.65,79.46,C,7.6,Low,Yes,No,None,Low,5,6.5
S1229,Ahmed,Williams,Business,Male,22,89.36,High,81.47,58.49,87.82,99.35,11.4,76.54,69.18,C,8.2,Low,No,Yes,Master's,Medium,8,7.8
S1230,Emma,Davis,Business,Male,21,98.16,High,55.54,70.42,79.22,68.86,87.7,53.27,69.17,D,15.1,Medium,No,No,High School,Medium,8,5.3
S1231,Maria,Davis,Mathematics,Male,18,85.36,High,94.1,70.12,52.69,73.13,68.3,95.42,75.63,C,15.7,Medium,No,Yes,Master's,Low,9,4
S1232,Maria,Smith,Engineering,Male,24,53.99,Low,65.76,76.62,94.5,58.21,32.5,83.39,68.5,C,23,High,No,No,None,High,4,8.8
S1233,Maria,Brown,Engineering,Male,21,70.1,Medium,88.85,51.17,65.28,69.61,87.1,80.88,73.82,C,10.9,Medium,Yes,Yes,PhD,Medium,10,6.6
S1234,Maria,Jones,Mathematics,Female,22,82.33,Medium,63.33,79.34,56.89,86.34,59.8,96.32,73.67,C,22.5,High,Yes,Yes,PhD,High,7,4.4
S1235,Maria,Jones,Mathematics,Male,20,67.54,Low,91.06,67.4,54.4,60.87,84.9,99.68,76.39,C,30,High,No,Yes,PhD,Medium,9,4.5
S1236,Emma,Jones,Engineering,Female,21,63.67,Low,78.2,77.21,86.02,59.1,46.9,58.17,67.6,D,26.6,High,No,No,None,High,7,6.2
S1237,Emma,Johnson,Mathematics,Male,22,78.87,Medium,48.46,54.38,85.2,68.82,50.1,87.45,65.74,D,20.9,Medium,Yes,Yes,Bachelor's,Low,1,7.5
S1238,John,Smith,Mathematics,Female,24,96.68,High,78.98,66.06,85.01,90.93,29.1,79,71.51,C,28.5,High,No,Yes,None,Medium,6,6
S1239,Liam,Brown,Business,Female,22,51.75,Low,51.48,52.61,95.79,81.18,38.8,73.05,65.49,D,29.8,High,Yes,No,Master's,Medium,2,8.1
S1240,Sara,Johnson,Mathematics,Female,18,88.46,High,64.72,92.52,67.45,97.88,56.8,98.88,79.71,B,19.3,Medium,Yes,No,Bachelor's,Medium,7,5.6
S1241,Omar,Williams,Business,Female,23,86.14,High,50.22,69.28,78.06,95.23,94.7,92.51,80,C,11.8,Medium,Yes,No,PhD,Low,9,4.2
S1242,Maria,Brown,CS,Male,19,98.2,High,41.32,53.5,80.97,57.56,60,84.84,63.03,D,27.9,High,Yes,Yes,None,Low,7,4
S1243,Ali,Davis,Business,Male,21,96.54,High,52.71,42.47,98.97,52.13,14.7,69.13,55.02,D,26.1,High,Yes,No,High School,High,8,8.3
S1244,Omar,Brown,Business,Male,21,88.11,High,72.18,80.54,65.62,69.95,0.7,83.3,62.05,C,7.1,Low,Yes,Yes,PhD,High,2,8.9
S1245,Emma,Brown,Mathematics,Male,21,76.02,Medium,68.89,52.88,97.82,76.1,85.1,76.58,76.23,C,28.4,High,Yes,Yes,High School,High,10,4.7
S1246,Ali,Jones,Engineering,Female,22,60.21,Low,70.09,99.37,57.44,75.78,36.4,62.47,66.93,C,14.2,Medium,Yes,No,Bachelor's,Medium,5,4.3
S1247,Ali,Brown,CS,Female,18,77.26,Medium,54.86,72.02,88.2,56.71,31.5,72.52,62.64,D,13.1,Medium,No,No,PhD,High,10,8.6
S1248,Ali,Davis,CS,Female,22,88.27,High,81.11,57.34,81.64,56.24,80.1,60.61,69.51,D,13.6,Medium,Yes,Yes,None,High,1,4.5
S1249,John,Davis,CS,Male,22,94.78,High,82.26,79.46,90.84,52.34,94.5,75.02,79.07,C,13,Medium,No,Yes,High School,Medium,3,5.1
S1250,Emma,Smith,Engineering,Female,23,89.49,High,61.48,56.51,51.43,92.54,74.8,86.01,70.46,D,17.9,Medium,No,No,None,High,1,8
S1251,Ali,Brown,CS,Male,20,59.76,Low,92.87,89.22,53.91,97.39,17.4,51.83,67.1,C,19.5,Medium,No,Yes,PhD,Medium,2,9
S1252,Maria,Jones,CS,Female,18,79.98,Medium,78.64,58.49,53.48,55.78,39.1,88.27,62.29,D,15.6,Medium,No,No,None,Medium,4,6.4
S1253,Ahmed,Brown,Engineering,Female,21,66.61,Low,82.78,99.29,79.65,60.66,75.9,51,74.88,C,15.3,Medium,No,No,PhD,High,6,5.1
S1254,Ali,Williams,CS,Female,19,50.46,Low,56.64,76.31,80.15,54.49,90.7,75.86,72.36,C,23.4,High,Yes,Yes,Master's,High,1,8.2
S1255,John,Williams,Mathematics,Female,21,60.01,Low,40.04,90.66,95.31,93.88,99.9,78.67,83.08,B,5.1,Low,Yes,No,None,High,9,6
S1256,Omar,Jones,Mathematics,Female,22,55.66,Low,91.92,44.37,73.38,97.94,51.2,88.06,74.48,C,28.7,High,Yes,Yes,Master's,Low,1,5.4
S1257,Emma,Smith,Business,Male,18,92.14,High,89.35,60.9,53.4,63.09,82.3,88.05,72.85,C,22.9,High,No,Yes,High School,High,8,6.5
S1258,Liam,Smith,Business,Female,24,62.93,Low,47.39,84.25,60.48,65.18,4.7,70.87,55.48,D,22.7,High,Yes,No,None,Low,1,8.3
S1259,John,Davis,Business,Male,18,64.23,Low,62.45,79.3,50.4,68.13,28.6,53.32,57.03,D,15.5,Medium,No,Yes,None,Medium,1,5.2
S1260,Ali,Davis,Mathematics,Male,18,98,High,79.68,51.65,88.84,75.12,37.2,84.68,69.53,C,29.1,High,Yes,No,High School,Medium,8,6.1
S1261,Emma,Johnson,Mathematics,Male,20,68.95,Low,79.13,61.37,90.78,84.12,97.6,75.55,81.43,C,5,Low,No,No,None,High,2,6.2
S1262,Ahmed,Jones,Mathematics,Male,21,50.48,Low,91.62,55.81,99.9,75.22,0.3,66.65,64.92,C,6.9,Low,No,No,PhD,High,1,8.2
S1263,Ali,Brown,Business,Male,20,64.19,Low,48.42,76.8,70.61,97.55,30.8,61.74,64.32,D,25.1,High,No,No,Master's,High,7,7.4
S1264,John,Jones,Business,Male,24,55.96,Low,65.8,60.67,50.96,54.99,93,55.99,63.57,F,23.5,High,Yes,No,Bachelor's,Low,1,7.9
S1265,Sara,Johnson,Business,Male,24,55.14,Low,45.83,58.54,61.74,89.93,30.7,64.76,58.58,D,11.8,Medium,No,No,PhD,Medium,4,7.5
S1266,Maria,Davis,Business,Male,23,53.87,Low,63.38,52.44,79.39,66.72,22.5,72.92,59.56,D,19.9,Medium,Yes,No,Bachelor's,Low,10,7
S1267,Liam,Jones,Business,Female,19,79.66,Medium,40.91,64.54,98.1,68.88,73,73.88,69.89,D,18.3,Medium,Yes,No,High School,High,10,4.7
S1268,Omar,Jones,Business,Female,23,59.47,Low,93.9,51.73,55.18,85.44,74.5,79.14,73.32,C,18.2,Medium,No,No,High School,Low,9,8.2
S1269,John,Davis,Mathematics,Male,22,68.06,Low,71.62,97.75,56.08,96.47,47.2,68.12,72.87,C,19.9,Medium,No,Yes,None,Medium,10,7
S1270,Emma,Johnson,Engineering,Male,20,93.1,High,90.99,49.27,85.09,85.81,94.7,95.99,83.64,B,29.8,High,Yes,No,PhD,High,3,7.5
S1271,Liam,Davis,Engineering,Male,20,71.22,Medium,43.59,94.8,83.36,88.79,20.3,74.79,67.61,C,29.7,High,No,No,Bachelor's,Low,6,7.9
S1272,Liam,Smith,Business,Female,23,95.78,High,53.65,65.71,62.53,87.54,91.3,71.19,71.99,D,29.5,High,Yes,Yes,Master's,Medium,10,5.6
S1273,Liam,Brown,Engineering,Female,22,74.9,Medium,55.56,62.67,90.66,66.05,75.6,52.41,67.16,D,18.7,Medium,Yes,Yes,PhD,High,9,6.2
S1274,Ali,Davis,Engineering,Male,18,69.94,Low,63.2,53.88,56.44,87.85,36.8,79.95,63.02,D,13,Medium,Yes,Yes,High School,High,4,6.7
S1275,Maria,Johnson,Mathematics,Male,22,87.52,High,88.17,78.15,96.29,89.23,80.7,80.14,85.45,B,19,Medium,Yes,No,PhD,High,3,5.7
S1276,Ali,Williams,Business,Female,21,53.66,Low,63.19,81.13,60.05,76.67,13.3,79.16,62.25,C,20.6,Medium,No,No,Master's,High,5,5.3
S1277,Emma,Smith,Business,Female,23,54.47,Low,52.28,68.05,54.07,76.84,13.1,94.38,59.79,D,12.8,Medium,No,Yes,PhD,Low,7,7.9
S1278,Ali,Williams,Engineering,Male,22,82.6,Medium,43.9,43.34,66.98,87.99,93,88.15,70.56,D,20.8,Medium,Yes,No,None,Low,5,7.8
S1279,Sara,Davis,Business,Male,18,74.35,Medium,44.77,95.11,59.39,90.85,9.5,93.37,65.5,C,20.5,Medium,No,Yes,Master's,High,4,8.2
S1280,Maria,Smith,Business,Male,22,89.52,High,85.6,98.82,76.35,66.86,0.4,52.97,63.5,C,27.6,High,No,Yes,Bachelor's,High,1,7.5
S1281,Maria,Brown,Business,Male,20,95.81,High,66.69,65.86,84.34,90.08,38.9,65.91,68.63,D,10.9,Medium,No,No,High School,Low,6,5.6
S1282,Emma,Davis,Business,Female,19,69.42,Low,83.57,76.82,74.55,90.71,10.4,65.94,67,C,22.4,High,Yes,Yes,PhD,Low,4,5.6
S1283,Omar,Brown,Engineering,Female,20,79.82,Medium,80.94,67.02,83.03,61.71,86.3,82.85,76.98,C,16.3,Medium,Yes,No,Master's,High,6,6.6
S1284,Sara,Jones,CS,Male,24,75.03,Medium,48.12,59.31,68.25,85.85,92.3,72.43,71.04,D,8.2,Low,Yes,No,None,High,6,8.2
S1285,John,Williams,Engineering,Male,19,99.08,High,48.57,44.64,51.4,59.33,48.2,88.87,56.84,D,12.9,Medium,Yes,No,None,Low,4,5.7
S1286,Ali,Smith,Mathematics,Male,24,91.55,High,85.32,67.36,98.7,54.65,42.5,69.22,69.63,C,6.4,Low,No,Yes,Bachelor's,Low,8,7.8
S1287,Ahmed,Brown,CS,Female,22,95.59,High,83.28,89.1,90.97,78.73,53.9,61.08,76.18,C,13,Medium,Yes,No,High School,Low,4,5.5
S1288,Ali,Johnson,CS,Male,21,62.72,Low,62.68,41.02,53.67,95.43,22.6,64.55,56.66,F,6.7,Low,Yes,No,None,Low,5,5.7
S1289,Liam,Brown,CS,Male,22,88.63,High,44.65,74.93,72.46,51.77,29.8,59.12,55.46,D,28.1,High,No,No,High School,High,5,7.8
S1290,Ali,Johnson,Engineering,Male,18,63.27,Low,40.73,92.85,81.75,91.33,10.1,59.89,62.78,D,7.5,Low,Yes,Yes,Master's,Low,2,7.4
S1291,John,Davis,Mathematics,Female,22,60.44,Low,57.29,53.05,59.53,75.32,44.6,60.84,58.44,F,25.4,High,Yes,Yes,PhD,High,8,5
S1292,Ali,Smith,Engineering,Male,19,97.21,High,40.55,51,78.9,93.04,61.2,50.8,62.58,F,27.7,High,Yes,Yes,Bachelor's,Low,8,8.1
S1293,Sara,Brown,Mathematics,Female,20,50.97,Low,53.8,86.34,76.68,92.17,93,85.8,81.3,B,16.7,Medium,Yes,Yes,None,Low,10,7.9
S1294,Sara,Brown,Engineering,Male,21,98.27,High,65.17,55.31,60.41,93.76,73.9,69.98,69.76,D,6.3,Low,Yes,Yes,PhD,Medium,8,8
S1295,Maria,Smith,Engineering,Male,24,57.46,Low,47.28,51.52,57.06,88.44,72.3,51.13,61.29,F,19.9,Medium,No,Yes,None,Medium,1,6.4
S1296,Emma,Brown,Engineering,Male,22,90.97,High,46.26,62.68,87.95,92.15,30.8,68.5,64.72,D,10.9,Medium,No,Yes,Bachelor's,Medium,7,5.6
S1297,Omar,Johnson,CS,Female,22,63.8,Low,93.79,63.55,66.13,58.8,88.8,95.27,77.72,C,9.4,Low,Yes,No,None,Low,3,8.2
S1298,Ahmed,Brown,Engineering,Male,20,67.54,Low,75.13,92.45,62.2,65.19,94.7,75.56,77.54,C,19.2,Medium,No,Yes,Bachelor's,Medium,1,6.9
S1299,Liam,Williams,Mathematics,Male,21,60.84,Low,96.07,77.11,86.89,62.12,93.2,99.34,85.79,B,13.9,Medium,No,Yes,PhD,Medium,5,8.7
S1300,Ali,Davis,Mathematics,Female,23,79.28,Medium,60.75,64.36,86.8,87.12,3.9,77,63.32,C,23.3,High,No,Yes,Master's,High,4,5.3
S1301,Ali,Jones,Mathematics,Female,24,67.4,Low,80.63,72.06,63.82,57.68,60.4,98.14,72.12,C,19.8,Medium,Yes,Yes,Bachelor's,Medium,7,8.9
S1302,John,Johnson,CS,Female,22,82.87,Medium,52.28,97.24,93.63,59.11,64.3,60.09,71.11,C,25.7,High,No,No,Master's,Medium,1,5.9
S1303,Emma,Williams,Engineering,Male,22,50.78,Low,77.1,46.79,84.41,93.95,29.5,64.5,66.04,D,6.5,Low,No,Yes,High School,High,1,5.9
S1304,Sara,Davis,Engineering,Female,23,53.22,Low,47.78,52.46,67.29,85.29,99.2,85,72.84,D,10.9,Medium,No,No,PhD,Low,8,5.2
S1305,Ahmed,Smith,Business,Male,24,54.98,Low,40.12,97.75,71.37,93.77,29.1,99.34,71.91,B,19.2,Medium,No,Yes,Bachelor's,Medium,4,8.8
S1306,Maria,Johnson,CS,Female,19,70.95,Medium,95.89,97.44,86.34,56.97,21.7,91.26,74.93,B,27,High,Yes,Yes,PhD,High,9,4.2
S1307,Sara,Jones,Mathematics,Female,19,90.74,High,73.29,50.63,60.58,69.95,48.4,77.69,63.42,D,25.3,High,Yes,No,Master's,High,10,6.4
S1308,Liam,Davis,Mathematics,Female,18,94.41,High,95.62,48.71,73.44,64.16,32.3,54.26,61.42,D,22,High,No,Yes,Master's,Medium,10,5.8
S1309,Emma,Jones,Engineering,Male,20,62.24,Low,60.03,65.27,82.68,50.48,92.4,68.22,69.85,D,19.4,Medium,No,Yes,PhD,High,5,4.8
S1310,Liam,Smith,Mathematics,Male,21,78.72,Medium,59.67,42.98,76.97,64.23,44,54.32,57.03,F,20.8,Medium,Yes,Yes,PhD,Medium,6,7.6
S1311,Omar,Smith,Engineering,Male,22,88.42,High,64.04,79.29,80.42,68.98,41,65.56,66.55,C,10.3,Medium,Yes,No,Master's,Low,2,8.5
S1312,Maria,Johnson,Engineering,Male,24,64.44,Low,82.36,44.65,77.31,54.61,62.6,62.94,64.08,D,19.9,Medium,No,Yes,PhD,Medium,3,5.2
S1313,Omar,Brown,Business,Male,22,70.45,Medium,73.95,43.48,59.96,78.32,8.1,69.43,55.54,D,17.3,Medium,No,No,Master's,Low,7,6.5
S1314,John,Smith,CS,Male,18,76.2,Medium,95.52,69.11,70.51,69.16,75.7,91.86,78.64,B,14.6,Medium,No,Yes,High School,High,7,6.9
S1315,Liam,Davis,Engineering,Male,24,56.74,Low,41.53,97.47,76.6,52.32,76.8,57.52,67.04,D,27.2,High,No,No,Master's,High,6,6
S1316,John,Brown,Engineering,Male,24,51.3,Low,82.49,65.61,89,85.2,47.4,65.3,72.5,C,25.7,High,No,Yes,None,Low,4,8.6
S1317,Ali,Williams,Engineering,Male,22,57.64,Low,59.82,61.39,82.7,86.46,95.6,63.06,74.84,D,6.9,Low,Yes,Yes,Master's,Medium,10,6.3
S1318,Omar,Jones,Business,Female,20,81.34,Medium,50.81,99.88,71.33,91.72,57.9,64.81,72.74,C,29.6,High,Yes,No,High School,Medium,4,8.9
S1319,Emma,Brown,Engineering,Female,18,53.68,Low,70.62,71.92,98.72,74.28,69.5,68.03,75.51,C,10.7,Medium,No,No,Master's,Medium,8,5.5
S1320,Liam,Jones,CS,Male,20,59.48,Low,70.3,62.51,55.39,98.43,92.4,62.22,73.54,D,10.4,Medium,No,Yes,PhD,High,9,4.4
S1321,Ahmed,Brown,CS,Male,18,66.89,Low,48.22,63.15,60.34,95.7,66.6,97.13,71.86,C,28.6,High,Yes,Yes,High School,High,8,6.9
S1322,Maria,Williams,Mathematics,Male,22,53.89,Low,52.11,51.7,67.07,77.57,43.2,71.01,60.44,D,16.1,Medium,No,No,Bachelor's,Low,8,8.1
S1323,Sara,Smith,CS,Male,18,59.58,Low,64.49,70.73,61.43,72.25,2.5,55.71,54.52,D,25.1,High,Yes,No,Master's,Medium,5,5.9
S1324,Emma,Williams,Mathematics,Female,19,95.56,High,64.53,66.33,81.27,50.15,72.8,73.38,68.08,D,12.2,Medium,No,Yes,PhD,High,2,4.9
S1325,Emma,Smith,CS,Female,24,50.96,Low,59.05,56.25,51.98,85.55,96.5,59.22,68.09,D,26.8,High,No,Yes,Bachelor's,High,10,7.7
S1326,John,Smith,Mathematics,Male,21,82.67,Medium,48.91,49.63,58.87,78.25,47,60.81,57.25,F,25.8,High,Yes,No,Bachelor's,High,2,5.4
